time_s,control_state,policy,command_c0,command_c1,command_c2,base_height_m,roll_deg,pitch_deg,yaw_deg,body_vx_m_s,body_vy_m_s,body_vz_m_s,body_wx_rad_s,body_wy_rad_s,body_wz_rad_s,pd_error_rms_rad,pd_error_max_abs_rad,left_knee_joint_position_rad,left_knee_joint_pd_target_rad,left_knee_joint_actuator_torque_nm,right_knee_joint_position_rad,right_knee_joint_pd_target_rad,right_knee_joint_actuator_torque_nm,left_shoulder_roll_joint_position_rad,left_shoulder_roll_joint_pd_target_rad,left_shoulder_roll_joint_actuator_torque_nm,left_wrist_yaw_joint_position_rad,left_wrist_yaw_joint_pd_target_rad,left_wrist_yaw_joint_actuator_torque_nm
322.15999999977953,walk,walk,0.3206853451936141,-0.0,0.0,0.9731807848817735,0.3198923525935982,2.307344649747426,-4.380109689511788,0.09353022701873775,0.002210703235864844,0.019120039916094986,0.015285101349950184,0.08608237359135047,0.0018551543063539799,0.12152262025919783,0.4251228687703706,0.6802542402212489,0.5463725861558915,-23.871175001391386,0.7371333469613147,0.584892192150116,-27.338410726592723,-0.05616794749321512,-0.013353086262941363,3.4380433974464086,1.5755529993126227,1.5771777157620073,0.03724160519001945
322.1799999997795,walk,walk,0.32917719301970105,-0.0,0.0,0.973285169484783,0.3358711213209126,2.402928673318033,-4.377872996931308,0.09211342501235621,0.0018355796126262992,0.01854119497122129,0.013716477706066455,0.082930525961764,0.0013900321041169519,0.12415062862759464,0.43198218769499497,0.677321153702152,0.5461752351770401,-23.383448881367567,0.736264261345922,0.5851177063236237,-27.140049745365587,-0.05636653592655278,-0.01360832825303078,3.4316815961733393,1.5756560945566027,1.5773531936988712,0.038931689705297166
322.1999999997795,walk,walk,0.32917719301970105,-0.0,0.0,0.9733847828601421,0.3493478160926793,2.494983193116292,-4.376386142966188,0.09072254312617192,0.0015729317268073943,0.018051452925037438,0.011462972513859311,0.07986048382480196,0.0006883530990773628,0.126434787702368,0.43746270300435164,0.6744546747659229,0.5459951099405289,-22.904907996028665,0.7353510580785007,0.5847713884363175,-27.0347002063938,-0.05653866665299897,-0.013817521929740909,3.427252342205084,1.5757605214037476,1.5774828999251604,0.03952702408171909
322.2199999997795,walk,walk,0.32917719301970105,-0.0,0.0,0.973480352368001,0.35945641020367164,2.583768130274824,-4.375495310937707,0.089337432841406,0.0013911697239206691,0.017606247581710015,0.008443255644523964,0.07704278367214452,0.00017117827792495445,0.12848714070268413,0.44195307351291196,0.6716728320074212,0.5459341194877625,-22.42152897341568,0.7343747302327448,0.5841017451534272,-26.9747188072137,-0.05669133591244019,-0.013966622948646548,3.426469502507711,1.575865263266874,1.5776033134148002,0.03991062033182797
322.23999999977946,walk,walk,0.337669040845788,-0.0,0.0,0.9735713552526947,0.3655601068690886,2.6697202929887967,-4.374830982456799,0.08802947412324041,0.001297055406263052,0.017169435552122227,0.004892883560651602,0.07462411624945947,6.520334280082777e-05,0.12989991581540075,0.44385433244032196,0.6689940105642312,0.5456343230257035,-22.001079213265083,0.733327775202742,0.5828886714229584,-26.99925311476178,-0.05683138031125927,-0.01408253535628319,3.427719950636043,1.5759696432923167,1.577706765657711,0.03990210753429864
322.25999999977944,walk,walk,0.34616088867187494,-0.0,0.0,0.9736564715436141,0.367372768476444,2.753463385372627,-4.374276899089632,0.08689449293398299,0.0013386036356969608,0.016726711375513983,0.0010246609273011373,0.07277490299307045,6.803643299121596e-06,0.13065955443283747,0.44561674922320677,0.6664325743383426,0.5450965848217011,-21.646213629824814,0.7322148201693068,0.5811376657733918,-27.10853740316779,-0.05696331549055033,-0.01416629105806351,3.4310573207925996,1.5760718747602296,1.5777583963186026,0.038716953444846075
322.2799999997794,walk,walk,0.34616088867187494,-0.0,0.0,0.9737344310905993,0.36586148248297645,2.8355790614803515,-4.37387556896168,0.08586206998042754,0.0016413371096168884,0.01627751319400821,-0.0017450883871129024,0.07141506055216948,-7.878588786959344e-05,0.13150101380633197,0.45193544007025854,0.6639847372538288,0.5448416855583191,-21.260247850301845,0.7310681642242852,0.5792175915489197,-27.245054722484614,-0.05709209878582298,-0.014237470179796222,3.4354833519044403,1.576171652766319,1.5777980883554101,0.03729909189378639
322.2999999997794,walk,walk,0.3546527364979619,-0.0,0.0,0.9738043538636958,0.36221265150792215,2.9164253524711845,-4.373640056198008,0.08482267986403363,0.0023550494077017366,0.015808927246160967,-0.003335868618131243,0.07033895266515307,-0.00018346149414007873,0.1321417542974775,0.4569761217063955,0.6616367041952841,0.5446416970739365,-20.880727147005473,0.7299221702212073,0.5769686337957383,-27.44408781235482,-0.057223718038674314,-0.014292075484991076,3.4418633882475604,1.5762700211582634,1.5778461688146472,0.03608347813026823
322.3199999997794,walk,walk,0.3631445843240489,-0.0,0.0,0.9738660130995822,0.3558280445645942,2.9964653437144135,-4.373539223111198,0.08395281574673782,0.0031578170038570616,0.015389875526682415,-0.005937796794680222,0.06969651996724152,-0.0002762071354155096,0.13251624486658253,0.4604985263988807,0.6594015649505645,0.5444718387374878,-20.517340541203566,0.7287672979621957,0.5742926385650635,-27.717319968239096,-0.057365152337696415,-0.014331638067960742,3.4505943467186015,1.5763650216150897,1.5778742453963042,0.034533543063090325
322.33999999977937,walk,walk,0.3631445843240489,-0.0,0.0,0.9739197638812894,0.344177562248238,3.0761297966075496,-4.373887139823987,0.0832221515032462,0.003928907871631576,0.015036152304198778,-0.010810750761562639,0.06940513617868843,-0.0008107737064767188,0.13329183603190672,0.4654218802806297,0.6573355461687254,0.544850819970131,-20.090019490507338,0.727551450285609,0.5715701815137864,-27.98400152584353,-0.057506781292348146,-0.014389204978942874,3.4572907220512112,1.5764571574136963,1.577924949391234,0.03359064915596145
322.35999999977935,walk,walk,0.3716364321501358,-0.0,0.0,0.9739668365479721,0.3251284727592229,3.1555001372788065,-4.37561624135182,0.08259599114604747,0.004839009393070966,0.014757711440629637,-0.017406084393973197,0.06913980125791352,-0.0021923323073070543,0.1341787231333149,0.4704794982385162,0.6554734429963746,0.5454192843685151,-19.667984241822317,0.7262250543645583,0.5687613126287461,-28.242555113094646,-0.057643219724091706,-0.01449612453579903,3.4593553517924875,1.5765489268138808,1.5780295303971053,0.033914110775429475
322.37999999977933,walk,walk,0.3716364321501358,-0.0,0.0,0.9740078895563798,0.29731981135423086,3.2344840272937314,-4.380419215757406,0.08200680261541796,0.006094215861327423,0.014492214395672564,-0.025019246834176608,0.06877762527524733,-0.005047646687114746,0.13546052025561697,0.4768945543236153,0.6538391658088388,0.5464586403617859,-19.204064816705998,0.7247608292574114,0.5660956886062622,-28.448430123780685,-0.05777291956468748,-0.014593231678009036,3.4615778514657585,1.5766431183301481,1.5781877555832744,0.03542371854488418
322.3999999997793,walk,walk,0.3716364321501358,-0.0,0.0,0.974042905846592,0.25980093042144803,3.312700775190395,-4.389529777864623,0.0813489459301771,0.007716734066053028,0.014176382450643732,-0.033376396049596975,0.06803786115590396,-0.008861925919283992,0.1373660824309729,0.4857101831250152,0.6524649093009582,0.5482012864599228,-18.66366930651817,0.7231441985796521,0.5635519262800217,-28.603816927895544,-0.05789448567595366,-0.014671071618795398,3.46462613636584,1.5767426357303407,1.578411010368216,0.03832718027243077
322.4199999997793,walk,walk,0.3801282799762228,-0.0,0.0,0.9740712476013883,0.21168308990096016,3.3895456045813397,-4.403086645446115,0.08061788887990387,0.009614738848902524,0.013754099989000509,-0.042494346759545915,0.06676277131777007,-0.01265130174539448,0.13938682242346762,0.49478564262398145,0.651377727898217,0.5503662612686158,-18.099354275688903,0.7213631652239039,0.5607521023998261,-28.774730942162748,-0.05800471193900978,-0.014760191738605502,3.4656683044643093,1.5768500709630162,1.5786938595533848,0.04243640926144799
322.4399999997793,walk,walk,0.3801282799762228,-0.0,0.0,0.9740898532301319,0.1520600102100569,3.464563789016978,-4.420659814410304,0.07982403792925637,0.011908635469781815,0.013110357433102878,-0.05244710976018666,0.0651309626742398,-0.016043174095760337,0.14173311002958508,0.5050623983183253,0.6506678008967907,0.5534462567815781,-17.446116242045473,0.7194247538123646,0.5577209826955796,-28.95950541268288,-0.058101053797394074,-0.014868135750293734,3.463898083984874,1.5769674976367098,1.5790245144576311,0.04742290896523008
322.45999999977926,walk,walk,0.38862012780230976,-0.0,0.0,0.9740936405136716,0.0798200581191811,3.537320615962949,-4.441582311331721,0.07894991862806391,0.014643124710656746,0.012161033899118875,-0.06339844582820588,0.06312903679909317,-0.018816679469670194,0.14387294268299405,0.5142263203616835,0.6504667073912651,0.5571881916770935,-16.778326983580694,0.7173465657548709,0.5541123386869431,-29.224477434775434,-0.05819380366401997,-0.015061530470848086,3.4556449323213796,1.5770947087340383,1.57936424975698,0.05240741378600928
322.47999999977924,walk,walk,0.38862012780230976,-0.0,0.0,0.9740803922936251,-0.006332621670283962,3.606766570887869,-4.465713306425526,0.07801562964291303,0.01799934998004069,0.011005047350454414,-0.07552547645388973,0.0601314324738275,-0.021537546488427595,0.1463864223206822,0.5245431728219736,0.6507309121271093,0.5626333143959046,-15.878286923437853,0.7151204491023815,0.5497420218238831,-29.599160103481676,-0.05830557019122719,-0.015332772582769397,3.443962121836341,1.5772325136063448,1.5797436966509104,0.05808690845448185
322.4999999997792,walk,walk,0.40560382345448365,-0.0,0.0,0.9740424359925932,-0.10893301504553474,3.671693597935642,-4.492537287544597,0.07698395163720836,0.021931156136447465,0.009284217080991534,-0.0900511383328786,0.05597925315197641,-0.02382627963885773,0.14825366762156295,0.5313875429243364,0.6519516520418983,0.5690444346914292,-15.020338205052857,0.7127541440161356,0.5440729793558121,-30.182880218833876,-0.05846083752951411,-0.01572234854102135,3.427657125055996,1.5773792285602135,1.5800938962907076,0.06288079443615702
322.5199999997792,walk,walk,0.4140956712805706,-0.0,0.0,0.9739646998923535,-0.2317934920522222,3.730403932006212,-4.521883068624917,0.07601738363524661,0.026618154485336536,0.006591102129673101,-0.10815454180588664,0.050542596201546115,-0.025870228629857113,0.14974006191854405,0.5353236604777881,0.6544789846377762,0.5773109581718445,-14.08765608634508,0.7102861922816777,0.5369225230464936,-31.018016789223136,-0.05870203765537888,-0.016254599392414096,3.4093447663820173,1.577530766270052,1.580333666218865,0.0649501342229373
322.5399999997792,walk,walk,0.4140956712805706,-0.0,0.0,0.9738354767498579,-0.379095420229325,3.782232629025395,-4.551264876481909,0.07495517352441276,0.03208364737967507,0.003389185920480654,-0.12987010020650416,0.04457100703756345,-0.025437545893266397,0.15189366995659664,0.5400578411517274,0.6595875001233313,0.5883834746131897,-13.225334096639596,0.7077248520976095,0.5282508667955399,-32.11117429533482,-0.05907800403901779,-0.016823995113372806,3.401801002274639,1.5776842416080104,1.5805068167806149,0.06538921295102072
322.55999999977917,walk,walk,0.4140956712805706,-0.0,0.0,0.973658124335937,-0.5541276104274941,3.82501662793346,-4.578398272885136,0.07394837945766554,0.03856436447379722,0.00020927099434069323,-0.15460718916785582,0.03647631963836604,-0.023224634885876255,0.15487914073855416,0.5459530021755086,0.668615060356503,0.6026577141532898,-12.591838692215246,0.7049844700055213,0.5180432137498856,-33.44242767002851,-0.0596072721645865,-0.017321913689374926,3.4128729763567485,1.57783477459343,1.5805669895321608,0.06325192475553201
